slug,url,keyword_1,vol_1,keyword_2,vol_2,best_keyword,best_vol,total_vol
vietnam-vs-malaysia,https://tabiji.ai/compare/vietnam-vs-malaysia/,vietnam vs malaysia,720,malaysia vs vietnam,720,vietnam vs malaysia,720,1440
hong-kong-vs-japan,https://tabiji.ai/compare/hong-kong-vs-japan/,hong kong vs japan,390,japan vs hong kong,880,japan vs hong kong,880,1270
thailand-vs-singapore,https://tabiji.ai/compare/thailand-vs-singapore/,thailand vs singapore,590,singapore vs thailand,480,thailand vs singapore,590,1070
bangkok-vs-phuket,https://tabiji.ai/compare/bangkok-vs-phuket/,bangkok vs phuket,720,phuket vs bangkok,320,bangkok vs phuket,720,1040
south-korea-vs-portugal,https://tabiji.ai/compare/south-korea-vs-portugal/,south korea vs portugal,480,portugal vs south korea,390,south korea vs portugal,480,870
seoul-vs-barcelona,https://tabiji.ai/compare/seoul-vs-barcelona/,seoul vs barcelona,260,barcelona vs seoul,590,barcelona vs seoul,590,850
dubai-vs-paris,https://tabiji.ai/compare/dubai-vs-paris/,dubai vs paris,390,paris vs dubai,390,dubai vs paris,390,780
nepal-vs-singapore,https://tabiji.ai/compare/nepal-vs-singapore/,nepal vs singapore,390,singapore vs nepal,390,nepal vs singapore,390,780
hong-kong-vs-nepal,https://tabiji.ai/compare/hong-kong-vs-nepal/,hong kong vs nepal,390,nepal vs hong kong,320,hong kong vs nepal,390,710
south-korea-vs-colombia,https://tabiji.ai/compare/south-korea-vs-colombia/,south korea vs colombia,480,colombia vs south korea,110,south korea vs colombia,480,590
barcelona-vs-dubai,https://tabiji.ai/compare/barcelona-vs-dubai/,barcelona vs dubai,20,dubai vs barcelona,480,dubai vs barcelona,480,500
japan-vs-south-africa,https://tabiji.ai/compare/japan-vs-south-africa/,japan vs south africa,170,south africa vs japan,320,south africa vs japan,320,490
hong-kong-vs-taiwan,https://tabiji.ai/compare/hong-kong-vs-taiwan/,hong kong vs taiwan,320,taiwan vs hong kong,170,hong kong vs taiwan,320,490
japan-vs-oman,https://tabiji.ai/compare/japan-vs-oman/,japan vs oman,260,oman vs japan,210,japan vs oman,260,470
paris-vs-madrid,https://tabiji.ai/compare/paris-vs-madrid/,paris vs madrid,210,madrid vs paris,260,madrid vs paris,260,470
japan-vs-uae,https://tabiji.ai/compare/japan-vs-uae/,japan vs uae,390,uae vs japan,70,japan vs uae,390,460
barcelona-vs-porto,https://tabiji.ai/compare/barcelona-vs-porto/,barcelona vs porto,320,porto vs barcelona,140,barcelona vs porto,320,460
miami-vs-paris,https://tabiji.ai/compare/miami-vs-paris/,miami vs paris,170,paris vs miami,260,paris vs miami,260,430
japan-vs-tunisia,https://tabiji.ai/compare/japan-vs-tunisia/,japan vs tunisia,30,tunisia vs japan,390,tunisia vs japan,390,420
japan-vs-belgium,https://tabiji.ai/compare/japan-vs-belgium/,japan vs belgium,140,belgium vs japan,260,belgium vs japan,260,400
bali-vs-bora-bora,https://tabiji.ai/compare/bali-vs-bora-bora/,bali vs bora bora,210,bora bora vs bali,170,bali vs bora bora,210,380
barcelona-vs-seville,https://tabiji.ai/compare/barcelona-vs-seville/,barcelona vs seville,210,seville vs barcelona,170,barcelona vs seville,210,380
japan-vs-france,https://tabiji.ai/compare/japan-vs-france/,japan vs france,210,france vs japan,140,japan vs france,210,350
budapest-vs-bucharest,https://tabiji.ai/compare/budapest-vs-bucharest/,budapest vs bucharest,210,bucharest vs budapest,140,budapest vs bucharest,210,350
japan-vs-croatia,https://tabiji.ai/compare/japan-vs-croatia/,japan vs croatia,260,croatia vs japan,30,japan vs croatia,260,290
japan-vs-ireland,https://tabiji.ai/compare/japan-vs-ireland/,japan vs ireland,30,ireland vs japan,260,ireland vs japan,260,290
paris-vs-milan,https://tabiji.ai/compare/paris-vs-milan/,paris vs milan,140,milan vs paris,140,paris vs milan,140,280
mexico-city-vs-new-york,https://tabiji.ai/compare/mexico-city-vs-new-york/,mexico city vs new york,170,new york vs mexico city,110,mexico city vs new york,170,280
japan-vs-qatar,https://tabiji.ai/compare/japan-vs-qatar/,japan vs qatar,260,qatar vs japan,20,japan vs qatar,260,280
amalfi-coast-vs-capri,https://tabiji.ai/compare/amalfi-coast-vs-capri/,amalfi coast vs capri,90,capri vs amalfi coast,170,capri vs amalfi coast,170,260
koh-samui-vs-krabi,https://tabiji.ai/compare/koh-samui-vs-krabi/,koh samui vs krabi,110,krabi vs koh samui,140,krabi vs koh samui,140,250
japan-vs-costa-rica,https://tabiji.ai/compare/japan-vs-costa-rica/,japan vs costa rica,70,costa rica vs japan,170,costa rica vs japan,170,240
south-korea-vs-italy,https://tabiji.ai/compare/south-korea-vs-italy/,south korea vs italy,30,italy vs south korea,210,italy vs south korea,210,240
japan-vs-samoa,https://tabiji.ai/compare/japan-vs-samoa/,japan vs samoa,210,samoa vs japan,30,japan vs samoa,210,240
barcelona-vs-copenhagen,https://tabiji.ai/compare/barcelona-vs-copenhagen/,barcelona vs copenhagen,210,copenhagen vs barcelona,20,barcelona vs copenhagen,210,230
japan-vs-portugal,https://tabiji.ai/compare/japan-vs-portugal/,japan vs portugal,110,portugal vs japan,110,japan vs portugal,110,220
barcelona-vs-miami,https://tabiji.ai/compare/barcelona-vs-miami/,barcelona vs miami,170,miami vs barcelona,50,barcelona vs miami,170,220
south-korea-vs-spain,https://tabiji.ai/compare/south-korea-vs-spain/,south korea vs spain,90,spain vs south korea,110,spain vs south korea,110,200
japan-vs-puerto-rico,https://tabiji.ai/compare/japan-vs-puerto-rico/,japan vs puerto rico,90,puerto rico vs japan,110,puerto rico vs japan,110,200
mallorca-vs-malta,https://tabiji.ai/compare/mallorca-vs-malta/,mallorca vs malta,90,malta vs mallorca,90,mallorca vs malta,90,180
japan-vs-argentina,https://tabiji.ai/compare/japan-vs-argentina/,japan vs argentina,70,argentina vs japan,90,argentina vs japan,90,160
ibiza-vs-mykonos,https://tabiji.ai/compare/ibiza-vs-mykonos/,ibiza vs mykonos,70,mykonos vs ibiza,90,mykonos vs ibiza,90,160
mykonos-vs-paros,https://tabiji.ai/compare/mykonos-vs-paros/,mykonos vs paros,70,paros vs mykonos,90,paros vs mykonos,90,160
chiang-mai-vs-phuket,https://tabiji.ai/compare/chiang-mai-vs-phuket/,chiang mai vs phuket,50,phuket vs chiang mai,110,phuket vs chiang mai,110,160
bahrain-vs-singapore,https://tabiji.ai/compare/bahrain-vs-singapore/,bahrain vs singapore,50,singapore vs bahrain,110,singapore vs bahrain,110,160
iran-vs-japan,https://tabiji.ai/compare/iran-vs-japan/,iran vs japan,110,japan vs iran,50,iran vs japan,110,160
new-york-vs-paris,https://tabiji.ai/compare/new-york-vs-paris/,new york vs paris,10,paris vs new york,140,paris vs new york,140,150
japan-vs-egypt,https://tabiji.ai/compare/japan-vs-egypt/,japan vs egypt,70,egypt vs japan,70,japan vs egypt,70,140
japan-vs-new-zealand,https://tabiji.ai/compare/japan-vs-new-zealand/,japan vs new zealand,70,new zealand vs japan,70,japan vs new zealand,70,140
mallorca-vs-sardinia,https://tabiji.ai/compare/mallorca-vs-sardinia/,mallorca vs sardinia,70,sardinia vs mallorca,70,mallorca vs sardinia,70,140
amsterdam-vs-prague,https://tabiji.ai/compare/amsterdam-vs-prague/,amsterdam vs prague,70,prague vs amsterdam,70,amsterdam vs prague,70,140
south-korea-vs-thailand,https://tabiji.ai/compare/south-korea-vs-thailand/,south korea vs thailand,90,thailand vs south korea,30,south korea vs thailand,90,120
mallorca-vs-canary-islands,https://tabiji.ai/compare/mallorca-vs-canary-islands/,mallorca vs canary islands,50,canary islands vs mallorca,70,canary islands vs mallorca,70,120
taiwan-vs-singapore,https://tabiji.ai/compare/taiwan-vs-singapore/,taiwan vs singapore,90,singapore vs taiwan,30,taiwan vs singapore,90,120
south-korea-vs-india,https://tabiji.ai/compare/south-korea-vs-india/,south korea vs india,40,india vs south korea,70,india vs south korea,70,110
maldives-vs-singapore,https://tabiji.ai/compare/maldives-vs-singapore/,maldives vs singapore,20,singapore vs maldives,90,singapore vs maldives,90,110
hong-kong-vs-samoa,https://tabiji.ai/compare/hong-kong-vs-samoa/,hong kong vs samoa,70,samoa vs hong kong,40,hong kong vs samoa,70,110
japan-vs-sweden,https://tabiji.ai/compare/japan-vs-sweden/,japan vs sweden,50,sweden vs japan,50,japan vs sweden,50,100
japan-vs-england,https://tabiji.ai/compare/japan-vs-england/,japan vs england,30,england vs japan,70,england vs japan,70,100
japan-vs-peru,https://tabiji.ai/compare/japan-vs-peru/,japan vs peru,50,peru vs japan,50,japan vs peru,50,100
japan-vs-chile,https://tabiji.ai/compare/japan-vs-chile/,japan vs chile,50,chile vs japan,50,japan vs chile,50,100
south-korea-vs-morocco,https://tabiji.ai/compare/south-korea-vs-morocco/,south korea vs morocco,30,morocco vs south korea,70,morocco vs south korea,70,100
south-korea-vs-argentina,https://tabiji.ai/compare/south-korea-vs-argentina/,south korea vs argentina,10,argentina vs south korea,90,argentina vs south korea,90,100
japan-vs-myanmar,https://tabiji.ai/compare/japan-vs-myanmar/,japan vs myanmar,50,myanmar vs japan,50,japan vs myanmar,50,100
south-korea-vs-singapore,https://tabiji.ai/compare/south-korea-vs-singapore/,south korea vs singapore,20,singapore vs south korea,70,singapore vs south korea,70,90
yosemite-vs-zion,https://tabiji.ai/compare/yosemite-vs-zion/,yosemite vs zion,40,zion vs yosemite,50,zion vs yosemite,50,90
santorini-vs-paros,https://tabiji.ai/compare/santorini-vs-paros/,santorini vs paros,20,paros vs santorini,70,paros vs santorini,70,90
sardinia-vs-malta,https://tabiji.ai/compare/sardinia-vs-malta/,sardinia vs malta,40,malta vs sardinia,50,malta vs sardinia,50,90
japan-vs-norway,https://tabiji.ai/compare/japan-vs-norway/,japan vs norway,40,norway vs japan,40,japan vs norway,40,80
taiwan-vs-spain,https://tabiji.ai/compare/taiwan-vs-spain/,taiwan vs spain,40,spain vs taiwan,40,taiwan vs spain,40,80
ecuador-vs-japan,https://tabiji.ai/compare/ecuador-vs-japan/,ecuador vs japan,40,japan vs ecuador,40,ecuador vs japan,40,80
japan-vs-turkey,https://tabiji.ai/compare/japan-vs-turkey/,japan vs turkey,30,turkey vs japan,40,turkey vs japan,40,70
kyoto-vs-hokkaido,https://tabiji.ai/compare/kyoto-vs-hokkaido/,kyoto vs hokkaido,0,hokkaido vs kyoto,70,hokkaido vs kyoto,70,70
osaka-vs-yokohama,https://tabiji.ai/compare/osaka-vs-yokohama/,osaka vs yokohama,0,yokohama vs osaka,70,yokohama vs osaka,70,70
guatemala-vs-japan,https://tabiji.ai/compare/guatemala-vs-japan/,guatemala vs japan,50,japan vs guatemala,20,guatemala vs japan,50,70
bali-vs-phu-quoc,https://tabiji.ai/compare/bali-vs-phu-quoc/,bali vs phu quoc,40,phu quoc vs bali,20,bali vs phu quoc,40,60
japan-vs-morocco,https://tabiji.ai/compare/japan-vs-morocco/,japan vs morocco,10,morocco vs japan,50,morocco vs japan,50,60
kyoto-vs-fukuoka,https://tabiji.ai/compare/kyoto-vs-fukuoka/,kyoto vs fukuoka,20,fukuoka vs kyoto,40,fukuoka vs kyoto,40,60
paris-vs-valencia,https://tabiji.ai/compare/paris-vs-valencia/,paris vs valencia,50,valencia vs paris,10,paris vs valencia,50,60
bali-vs-tahiti,https://tabiji.ai/compare/bali-vs-tahiti/,bali vs tahiti,30,tahiti vs bali,30,bali vs tahiti,30,60
south-korea-vs-indonesia,https://tabiji.ai/compare/south-korea-vs-indonesia/,south korea vs indonesia,30,indonesia vs south korea,30,south korea vs indonesia,30,60
south-korea-vs-philippines,https://tabiji.ai/compare/south-korea-vs-philippines/,south korea vs philippines,30,philippines vs south korea,30,south korea vs philippines,30,60
osaka-vs-hokkaido,https://tabiji.ai/compare/osaka-vs-hokkaido/,osaka vs hokkaido,40,hokkaido vs osaka,20,osaka vs hokkaido,40,60
fukuoka-vs-hiroshima,https://tabiji.ai/compare/fukuoka-vs-hiroshima/,fukuoka vs hiroshima,30,hiroshima vs fukuoka,30,fukuoka vs hiroshima,30,60
fukuoka-vs-kobe,https://tabiji.ai/compare/fukuoka-vs-kobe/,fukuoka vs kobe,40,kobe vs fukuoka,20,fukuoka vs kobe,40,60
hong-kong-vs-philippines,https://tabiji.ai/compare/hong-kong-vs-philippines/,hong kong vs philippines,20,philippines vs hong kong,40,philippines vs hong kong,40,60
japan-vs-jordan,https://tabiji.ai/compare/japan-vs-jordan/,japan vs jordan,10,jordan vs japan,40,jordan vs japan,40,50
japan-vs-georgia,https://tabiji.ai/compare/japan-vs-georgia/,japan vs georgia,20,georgia vs japan,30,georgia vs japan,30,50
paris-vs-munich,https://tabiji.ai/compare/paris-vs-munich/,paris vs munich,30,munich vs paris,20,paris vs munich,30,50
japan-vs-austria,https://tabiji.ai/compare/japan-vs-austria/,japan vs austria,30,austria vs japan,20,japan vs austria,30,50
japan-vs-denmark,https://tabiji.ai/compare/japan-vs-denmark/,japan vs denmark,40,denmark vs japan,10,japan vs denmark,40,50
japan-vs-finland,https://tabiji.ai/compare/japan-vs-finland/,japan vs finland,30,finland vs japan,20,japan vs finland,30,50
phuket-vs-da-nang,https://tabiji.ai/compare/phuket-vs-da-nang/,phuket vs da nang,0,da nang vs phuket,50,da nang vs phuket,50,50
kuala-lumpur-vs-hanoi,https://tabiji.ai/compare/kuala-lumpur-vs-hanoi/,kuala lumpur vs hanoi,20,hanoi vs kuala lumpur,30,hanoi vs kuala lumpur,30,50
tokyo-vs-kobe,https://tabiji.ai/compare/tokyo-vs-kobe/,tokyo vs kobe,20,kobe vs tokyo,30,kobe vs tokyo,30,50
taiwan-vs-indonesia,https://tabiji.ai/compare/taiwan-vs-indonesia/,taiwan vs indonesia,0,indonesia vs taiwan,50,indonesia vs taiwan,50,50
taiwan-vs-philippines,https://tabiji.ai/compare/taiwan-vs-philippines/,taiwan vs philippines,40,philippines vs taiwan,10,taiwan vs philippines,40,50
ibiza-vs-malta,https://tabiji.ai/compare/ibiza-vs-malta/,ibiza vs malta,20,malta vs ibiza,30,malta vs ibiza,30,50
hakone-vs-kamakura,https://tabiji.ai/compare/hakone-vs-kamakura/,hakone vs kamakura,20,kamakura vs hakone,30,kamakura vs hakone,30,50
cuba-vs-japan,https://tabiji.ai/compare/cuba-vs-japan/,cuba vs japan,10,japan vs cuba,40,japan vs cuba,40,50
hong-kong-vs-italy,https://tabiji.ai/compare/hong-kong-vs-italy/,hong kong vs italy,30,italy vs hong kong,20,hong kong vs italy,30,50
tuscany-vs-lake-como,https://tabiji.ai/compare/tuscany-vs-lake-como/,tuscany vs lake como,20,lake como vs tuscany,20,tuscany vs lake como,20,40
tokyo-vs-berlin,https://tabiji.ai/compare/tokyo-vs-berlin/,tokyo vs berlin,20,berlin vs tokyo,20,tokyo vs berlin,20,40
bali-vs-goa,https://tabiji.ai/compare/bali-vs-goa/,bali vs goa,20,goa vs bali,20,bali vs goa,20,40
london-vs-copenhagen,https://tabiji.ai/compare/london-vs-copenhagen/,london vs copenhagen,20,copenhagen vs london,20,london vs copenhagen,20,40
seoul-vs-manila,https://tabiji.ai/compare/seoul-vs-manila/,seoul vs manila,20,manila vs seoul,20,seoul vs manila,20,40
bali-vs-zanzibar,https://tabiji.ai/compare/bali-vs-zanzibar/,bali vs zanzibar,20,zanzibar vs bali,20,bali vs zanzibar,20,40
tokyo-vs-dubai,https://tabiji.ai/compare/tokyo-vs-dubai/,tokyo vs dubai,20,dubai vs tokyo,20,tokyo vs dubai,20,40
tokyo-vs-okinawa,https://tabiji.ai/compare/tokyo-vs-okinawa/,tokyo vs okinawa,20,okinawa vs tokyo,20,tokyo vs okinawa,20,40
bali-vs-cancun,https://tabiji.ai/compare/bali-vs-cancun/,bali vs cancun,20,cancun vs bali,20,bali vs cancun,20,40
tokyo-vs-hokkaido,https://tabiji.ai/compare/tokyo-vs-hokkaido/,tokyo vs hokkaido,20,hokkaido vs tokyo,20,tokyo vs hokkaido,20,40
tokyo-vs-mexico-city,https://tabiji.ai/compare/tokyo-vs-mexico-city/,tokyo vs mexico city,20,mexico city vs tokyo,20,tokyo vs mexico city,20,40
bali-vs-tulum,https://tabiji.ai/compare/bali-vs-tulum/,bali vs tulum,20,tulum vs bali,20,bali vs tulum,20,40
japan-vs-slovenia,https://tabiji.ai/compare/japan-vs-slovenia/,japan vs slovenia,20,slovenia vs japan,20,japan vs slovenia,20,40
paris-vs-florence,https://tabiji.ai/compare/paris-vs-florence/,paris vs florence,20,florence vs paris,20,paris vs florence,20,40
bali-vs-bahamas,https://tabiji.ai/compare/bali-vs-bahamas/,bali vs bahamas,20,bahamas vs bali,20,bali vs bahamas,20,40
japan-vs-switzerland,https://tabiji.ai/compare/japan-vs-switzerland/,japan vs switzerland,20,switzerland vs japan,20,japan vs switzerland,20,40
tokyo-vs-los-angeles,https://tabiji.ai/compare/tokyo-vs-los-angeles/,tokyo vs los angeles,20,los angeles vs tokyo,20,tokyo vs los angeles,20,40
paris-vs-venice,https://tabiji.ai/compare/paris-vs-venice/,paris vs venice,20,venice vs paris,20,paris vs venice,20,40
tokyo-vs-chicago,https://tabiji.ai/compare/tokyo-vs-chicago/,tokyo vs chicago,20,chicago vs tokyo,20,tokyo vs chicago,20,40
kyoto-vs-hakone,https://tabiji.ai/compare/kyoto-vs-hakone/,kyoto vs hakone,20,hakone vs kyoto,20,kyoto vs hakone,20,40
tokyo-vs-sydney,https://tabiji.ai/compare/tokyo-vs-sydney/,tokyo vs sydney,20,sydney vs tokyo,20,tokyo vs sydney,20,40
seoul-vs-hong-kong,https://tabiji.ai/compare/seoul-vs-hong-kong/,seoul vs hong kong,20,hong kong vs seoul,20,seoul vs hong kong,20,40
seoul-vs-singapore,https://tabiji.ai/compare/seoul-vs-singapore/,seoul vs singapore,20,singapore vs seoul,20,seoul vs singapore,20,40
paris-vs-copenhagen,https://tabiji.ai/compare/paris-vs-copenhagen/,paris vs copenhagen,20,copenhagen vs paris,20,paris vs copenhagen,20,40
japan-vs-scotland,https://tabiji.ai/compare/japan-vs-scotland/,japan vs scotland,20,scotland vs japan,20,japan vs scotland,20,40
seoul-vs-beijing,https://tabiji.ai/compare/seoul-vs-beijing/,seoul vs beijing,20,beijing vs seoul,20,seoul vs beijing,20,40
phuket-vs-palawan,https://tabiji.ai/compare/phuket-vs-palawan/,phuket vs palawan,20,palawan vs phuket,20,phuket vs palawan,20,40
kyoto-vs-okinawa,https://tabiji.ai/compare/kyoto-vs-okinawa/,kyoto vs okinawa,0,okinawa vs kyoto,40,okinawa vs kyoto,40,40
seoul-vs-london,https://tabiji.ai/compare/seoul-vs-london/,seoul vs london,20,london vs seoul,20,seoul vs london,20,40
rome-vs-porto,https://tabiji.ai/compare/rome-vs-porto/,rome vs porto,20,porto vs rome,20,rome vs porto,20,40
phuket-vs-phu-quoc,https://tabiji.ai/compare/phuket-vs-phu-quoc/,phuket vs phu quoc,20,phu quoc vs phuket,20,phuket vs phu quoc,20,40
japan-vs-panama,https://tabiji.ai/compare/japan-vs-panama/,japan vs panama,20,panama vs japan,20,japan vs panama,20,40
osaka-vs-sapporo,https://tabiji.ai/compare/osaka-vs-sapporo/,osaka vs sapporo,20,sapporo vs osaka,20,osaka vs sapporo,20,40
singapore-vs-manila,https://tabiji.ai/compare/singapore-vs-manila/,singapore vs manila,20,manila vs singapore,20,singapore vs manila,20,40
south-korea-vs-vietnam,https://tabiji.ai/compare/south-korea-vs-vietnam/,south korea vs vietnam,20,vietnam vs south korea,20,south korea vs vietnam,20,40
south-korea-vs-malaysia,https://tabiji.ai/compare/south-korea-vs-malaysia/,south korea vs malaysia,20,malaysia vs south korea,20,south korea vs malaysia,20,40
singapore-vs-phuket,https://tabiji.ai/compare/singapore-vs-phuket/,singapore vs phuket,20,phuket vs singapore,20,singapore vs phuket,20,40
bangkok-vs-jakarta,https://tabiji.ai/compare/bangkok-vs-jakarta/,bangkok vs jakarta,20,jakarta vs bangkok,20,bangkok vs jakarta,20,40
bangkok-vs-manila,https://tabiji.ai/compare/bangkok-vs-manila/,bangkok vs manila,20,manila vs bangkok,20,bangkok vs manila,20,40
south-korea-vs-sri-lanka,https://tabiji.ai/compare/south-korea-vs-sri-lanka/,south korea vs sri lanka,20,sri lanka vs south korea,20,south korea vs sri lanka,20,40
seoul-vs-new-york,https://tabiji.ai/compare/seoul-vs-new-york/,seoul vs new york,20,new york vs seoul,20,seoul vs new york,20,40
barcelona-vs-munich,https://tabiji.ai/compare/barcelona-vs-munich/,barcelona vs munich,40,munich vs barcelona,0,barcelona vs munich,40,40
south-korea-vs-france,https://tabiji.ai/compare/south-korea-vs-france/,south korea vs france,20,france vs south korea,20,south korea vs france,20,40
barcelona-vs-venice,https://tabiji.ai/compare/barcelona-vs-venice/,barcelona vs venice,20,venice vs barcelona,20,barcelona vs venice,20,40
south-korea-vs-turkey,https://tabiji.ai/compare/south-korea-vs-turkey/,south korea vs turkey,20,turkey vs south korea,20,south korea vs turkey,20,40
taipei-vs-singapore,https://tabiji.ai/compare/taipei-vs-singapore/,taipei vs singapore,20,singapore vs taipei,20,taipei vs singapore,20,40
south-korea-vs-egypt,https://tabiji.ai/compare/south-korea-vs-egypt/,south korea vs egypt,20,egypt vs south korea,20,south korea vs egypt,20,40
iceland-vs-banff,https://tabiji.ai/compare/iceland-vs-banff/,iceland vs banff,20,banff vs iceland,20,iceland vs banff,20,40
fukuoka-vs-sapporo,https://tabiji.ai/compare/fukuoka-vs-sapporo/,fukuoka vs sapporo,20,sapporo vs fukuoka,20,fukuoka vs sapporo,20,40
kuala-lumpur-vs-manila,https://tabiji.ai/compare/kuala-lumpur-vs-manila/,kuala lumpur vs manila,20,manila vs kuala lumpur,20,kuala lumpur vs manila,20,40
south-korea-vs-croatia,https://tabiji.ai/compare/south-korea-vs-croatia/,south korea vs croatia,20,croatia vs south korea,20,south korea vs croatia,20,40
banff-vs-yosemite,https://tabiji.ai/compare/banff-vs-yosemite/,banff vs yosemite,20,yosemite vs banff,20,banff vs yosemite,20,40
mallorca-vs-sicily,https://tabiji.ai/compare/mallorca-vs-sicily/,mallorca vs sicily,20,sicily vs mallorca,20,mallorca vs sicily,20,40
mallorca-vs-corsica,https://tabiji.ai/compare/mallorca-vs-corsica/,mallorca vs corsica,20,corsica vs mallorca,20,mallorca vs corsica,20,40
mallorca-vs-madeira,https://tabiji.ai/compare/mallorca-vs-madeira/,mallorca vs madeira,20,madeira vs mallorca,20,mallorca vs madeira,20,40
south-korea-vs-switzerland,https://tabiji.ai/compare/south-korea-vs-switzerland/,south korea vs switzerland,20,switzerland vs south korea,20,south korea vs switzerland,20,40
south-korea-vs-norway,https://tabiji.ai/compare/south-korea-vs-norway/,south korea vs norway,20,norway vs south korea,20,south korea vs norway,20,40
mallorca-vs-crete,https://tabiji.ai/compare/mallorca-vs-crete/,mallorca vs crete,20,crete vs mallorca,20,mallorca vs crete,20,40
south-korea-vs-peru,https://tabiji.ai/compare/south-korea-vs-peru/,south korea vs peru,20,peru vs south korea,20,south korea vs peru,20,40
south-korea-vs-chile,https://tabiji.ai/compare/south-korea-vs-chile/,south korea vs chile,20,chile vs south korea,20,south korea vs chile,20,40
south-korea-vs-new-zealand,https://tabiji.ai/compare/south-korea-vs-new-zealand/,south korea vs new zealand,20,new zealand vs south korea,20,south korea vs new zealand,20,40
fukuoka-vs-okinawa,https://tabiji.ai/compare/fukuoka-vs-okinawa/,fukuoka vs okinawa,20,okinawa vs fukuoka,20,fukuoka vs okinawa,20,40
fukuoka-vs-hokkaido,https://tabiji.ai/compare/fukuoka-vs-hokkaido/,fukuoka vs hokkaido,20,hokkaido vs fukuoka,20,fukuoka vs hokkaido,20,40
taiwan-vs-malaysia,https://tabiji.ai/compare/taiwan-vs-malaysia/,taiwan vs malaysia,20,malaysia vs taiwan,20,taiwan vs malaysia,20,40
ibiza-vs-menorca,https://tabiji.ai/compare/ibiza-vs-menorca/,ibiza vs menorca,20,menorca vs ibiza,20,ibiza vs menorca,20,40
fukuoka-vs-yokohama,https://tabiji.ai/compare/fukuoka-vs-yokohama/,fukuoka vs yokohama,20,yokohama vs fukuoka,20,fukuoka vs yokohama,20,40
ibiza-vs-sardinia,https://tabiji.ai/compare/ibiza-vs-sardinia/,ibiza vs sardinia,20,sardinia vs ibiza,20,ibiza vs sardinia,20,40
kanazawa-vs-hakone,https://tabiji.ai/compare/kanazawa-vs-hakone/,kanazawa vs hakone,20,hakone vs kanazawa,20,kanazawa vs hakone,20,40
ibiza-vs-canary-islands,https://tabiji.ai/compare/ibiza-vs-canary-islands/,ibiza vs canary islands,20,canary islands vs ibiza,20,ibiza vs canary islands,20,40
kanazawa-vs-kamakura,https://tabiji.ai/compare/kanazawa-vs-kamakura/,kanazawa vs kamakura,20,kamakura vs kanazawa,20,kanazawa vs kamakura,20,40
kanazawa-vs-hiroshima,https://tabiji.ai/compare/kanazawa-vs-hiroshima/,kanazawa vs hiroshima,20,hiroshima vs kanazawa,20,kanazawa vs hiroshima,20,40
taiwan-vs-mexico,https://tabiji.ai/compare/taiwan-vs-mexico/,taiwan vs mexico,20,mexico vs taiwan,20,taiwan vs mexico,20,40
taiwan-vs-new-zealand,https://tabiji.ai/compare/taiwan-vs-new-zealand/,taiwan vs new zealand,20,new zealand vs taiwan,20,taiwan vs new zealand,20,40
