slug,url,keyword_1,vol_1,keyword_2,vol_2,best_keyword,best_vol,total_vol
australia-vs-south-africa,https://tabiji.ai/compare/australia-vs-south-africa/,australia vs south africa,33100,south africa vs australia,12100,australia vs south africa,33100,45200
bolivia-vs-brazil,https://tabiji.ai/compare/bolivia-vs-brazil/,bolivia vs brazil,33100,brazil vs bolivia,12100,bolivia vs brazil,33100,45200
canada-vs-guatemala,https://tabiji.ai/compare/canada-vs-guatemala/,canada vs guatemala,27100,guatemala vs canada,18100,canada vs guatemala,27100,45200
france-vs-germany,https://tabiji.ai/compare/france-vs-germany/,france vs germany,12100,germany vs france,33100,germany vs france,33100,45200
south-korea-vs-mexico,https://tabiji.ai/compare/south-korea-vs-mexico/,south korea vs mexico,2900,mexico vs south korea,40500,mexico vs south korea,40500,43400
hungary-vs-portugal,https://tabiji.ai/compare/hungary-vs-portugal/,hungary vs portugal,14800,portugal vs hungary,27100,portugal vs hungary,27100,41900
mexico-vs-switzerland,https://tabiji.ai/compare/mexico-vs-switzerland/,mexico vs switzerland,40500,switzerland vs mexico,480,mexico vs switzerland,40500,40980
italy-vs-norway,https://tabiji.ai/compare/italy-vs-norway/,italy vs norway,18100,norway vs italy,22200,norway vs italy,22200,40300
bolivia-vs-colombia,https://tabiji.ai/compare/bolivia-vs-colombia/,bolivia vs colombia,4400,colombia vs bolivia,33100,colombia vs bolivia,33100,37500
canada-vs-colombia,https://tabiji.ai/compare/canada-vs-colombia/,canada vs colombia,4400,colombia vs canada,33100,colombia vs canada,33100,37500
mexico-vs-turkey,https://tabiji.ai/compare/mexico-vs-turkey/,mexico vs turkey,33100,turkey vs mexico,2900,mexico vs turkey,33100,36000
peru-vs-ecuador,https://tabiji.ai/compare/peru-vs-ecuador/,peru vs ecuador,22200,ecuador vs peru,12100,peru vs ecuador,22200,34300
colombia-vs-peru,https://tabiji.ai/compare/colombia-vs-peru/,colombia vs peru,27100,peru vs colombia,6600,colombia vs peru,27100,33700
germany-vs-italy,https://tabiji.ai/compare/germany-vs-italy/,germany vs italy,18100,italy vs germany,14800,germany vs italy,18100,32900
honduras-vs-panama,https://tabiji.ai/compare/honduras-vs-panama/,honduras vs panama,14800,panama vs honduras,18100,panama vs honduras,18100,32900
uruguay-vs-usa,https://tabiji.ai/compare/uruguay-vs-usa/,uruguay vs usa,4400,usa vs uruguay,27100,usa vs uruguay,27100,31500
argentina-vs-mexico,https://tabiji.ai/compare/argentina-vs-mexico/,argentina vs mexico,8100,mexico vs argentina,22200,mexico vs argentina,22200,30300
argentina-vs-puerto-rico,https://tabiji.ai/compare/argentina-vs-puerto-rico/,argentina vs puerto rico,8100,puerto rico vs argentina,22200,puerto rico vs argentina,22200,30300
japan-vs-brazil,https://tabiji.ai/compare/japan-vs-brazil/,japan vs brazil,22200,brazil vs japan,8100,japan vs brazil,22200,30300
ecuador-vs-usa,https://tabiji.ai/compare/ecuador-vs-usa/,ecuador vs usa,12100,usa vs ecuador,18100,usa vs ecuador,18100,30200
england-vs-spain,https://tabiji.ai/compare/england-vs-spain/,england vs spain,18100,spain vs england,12100,england vs spain,18100,30200
japan-vs-usa,https://tabiji.ai/compare/japan-vs-usa/,japan vs usa,1900,usa vs japan,27100,usa vs japan,27100,29000
bolivia-vs-chile,https://tabiji.ai/compare/bolivia-vs-chile/,bolivia vs chile,9900,chile vs bolivia,18100,chile vs bolivia,18100,28000
bulgaria-vs-spain,https://tabiji.ai/compare/bulgaria-vs-spain/,bulgaria vs spain,9900,spain vs bulgaria,18100,spain vs bulgaria,18100,28000
georgia-vs-spain,https://tabiji.ai/compare/georgia-vs-spain/,georgia vs spain,9900,spain vs georgia,18100,spain vs georgia,18100,28000
chile-vs-ecuador,https://tabiji.ai/compare/chile-vs-ecuador/,chile vs ecuador,14800,ecuador vs chile,12100,chile vs ecuador,14800,26900
guatemala-vs-jamaica,https://tabiji.ai/compare/guatemala-vs-jamaica/,guatemala vs jamaica,12100,jamaica vs guatemala,14800,jamaica vs guatemala,14800,26900
bolivia-vs-uruguay,https://tabiji.ai/compare/bolivia-vs-uruguay/,bolivia vs uruguay,22200,uruguay vs bolivia,3600,bolivia vs uruguay,22200,25800
england-vs-serbia,https://tabiji.ai/compare/england-vs-serbia/,england vs serbia,14800,serbia vs england,9900,england vs serbia,14800,24700
england-vs-south-africa,https://tabiji.ai/compare/england-vs-south-africa/,england vs south africa,14800,south africa vs england,9900,england vs south africa,14800,24700
israel-vs-italy,https://tabiji.ai/compare/israel-vs-italy/,israel vs italy,9900,italy vs israel,14800,italy vs israel,14800,24700
south-korea-vs-usa,https://tabiji.ai/compare/south-korea-vs-usa/,south korea vs usa,1300,usa vs south korea,22200,usa vs south korea,22200,23500
albania-vs-england,https://tabiji.ai/compare/albania-vs-england/,albania vs england,8100,england vs albania,14800,england vs albania,14800,22900
nicaragua-vs-costa-rica,https://tabiji.ai/compare/nicaragua-vs-costa-rica/,nicaragua vs costa rica,9900,costa rica vs nicaragua,12100,costa rica vs nicaragua,12100,22000
france-vs-iceland,https://tabiji.ai/compare/france-vs-iceland/,france vs iceland,14800,iceland vs france,6600,france vs iceland,14800,21400
new-zealand-vs-south-africa,https://tabiji.ai/compare/new-zealand-vs-south-africa/,new zealand vs south africa,14800,south africa vs new zealand,5400,new zealand vs south africa,14800,20200
brazil-vs-south-korea,https://tabiji.ai/compare/brazil-vs-south-korea/,brazil vs south korea,4400,south korea vs brazil,14800,south korea vs brazil,14800,19200
canada-vs-honduras,https://tabiji.ai/compare/canada-vs-honduras/,canada vs honduras,14800,honduras vs canada,4400,canada vs honduras,14800,19200
brazil-vs-senegal,https://tabiji.ai/compare/brazil-vs-senegal/,brazil vs senegal,18100,senegal vs brazil,720,brazil vs senegal,18100,18820
england-vs-latvia,https://tabiji.ai/compare/england-vs-latvia/,england vs latvia,12100,latvia vs england,6600,england vs latvia,12100,18700
australia-vs-usa,https://tabiji.ai/compare/australia-vs-usa/,australia vs usa,590,usa vs australia,18100,usa vs australia,18100,18690
azerbaijan-vs-france,https://tabiji.ai/compare/azerbaijan-vs-france/,azerbaijan vs france,6600,france vs azerbaijan,9900,france vs azerbaijan,9900,16500
brazil-vs-usa,https://tabiji.ai/compare/brazil-vs-usa/,brazil vs usa,4400,usa vs brazil,12100,usa vs brazil,12100,16500
england-vs-senegal,https://tabiji.ai/compare/england-vs-senegal/,england vs senegal,14800,senegal vs england,1600,england vs senegal,14800,16400
peru-vs-bolivia,https://tabiji.ai/compare/peru-vs-bolivia/,peru vs bolivia,14800,bolivia vs peru,1600,peru vs bolivia,14800,16400
germany-vs-spain,https://tabiji.ai/compare/germany-vs-spain/,germany vs spain,8100,spain vs germany,8100,germany vs spain,8100,16200
spain-vs-turkey,https://tabiji.ai/compare/spain-vs-turkey/,spain vs turkey,9900,turkey vs spain,5400,spain vs turkey,9900,15300
australia-vs-sri-lanka,https://tabiji.ai/compare/australia-vs-sri-lanka/,australia vs sri lanka,6600,sri lanka vs australia,8100,sri lanka vs australia,8100,14700
chile-vs-peru,https://tabiji.ai/compare/chile-vs-peru/,chile vs peru,8100,peru vs chile,6600,chile vs peru,8100,14700
greece-vs-scotland,https://tabiji.ai/compare/greece-vs-scotland/,greece vs scotland,8100,scotland vs greece,6600,greece vs scotland,8100,14700
netherlands-vs-poland,https://tabiji.ai/compare/netherlands-vs-poland/,netherlands vs poland,6600,poland vs netherlands,8100,poland vs netherlands,8100,14700
sweden-vs-usa,https://tabiji.ai/compare/sweden-vs-usa/,sweden vs usa,2400,usa vs sweden,12100,usa vs sweden,12100,14500
england-vs-italy,https://tabiji.ai/compare/england-vs-italy/,england vs italy,12100,italy vs england,1600,england vs italy,12100,13700
argentina-vs-france,https://tabiji.ai/compare/argentina-vs-france/,argentina vs france,9900,france vs argentina,3600,argentina vs france,9900,13500
germany-vs-slovakia,https://tabiji.ai/compare/germany-vs-slovakia/,germany vs slovakia,9900,slovakia vs germany,3600,germany vs slovakia,9900,13500
honduras-vs-guatemala,https://tabiji.ai/compare/honduras-vs-guatemala/,honduras vs guatemala,8100,guatemala vs honduras,5400,honduras vs guatemala,8100,13500
mexico-vs-portugal,https://tabiji.ai/compare/mexico-vs-portugal/,mexico vs portugal,9900,portugal vs mexico,3600,mexico vs portugal,9900,13500
jamaica-vs-trinidad-and-tobago,https://tabiji.ai/compare/jamaica-vs-trinidad-and-tobago/,jamaica vs trinidad and tobago,6600,trinidad and tobago vs jamaica,6600,jamaica vs trinidad and tobago,6600,13200
brazil-vs-chile,https://tabiji.ai/compare/brazil-vs-chile/,brazil vs chile,12100,chile vs brazil,1000,brazil vs chile,12100,13100
liverpool-vs-milan,https://tabiji.ai/compare/liverpool-vs-milan/,liverpool vs milan,12100,milan vs liverpool,1000,liverpool vs milan,12100,13100
israel-vs-norway,https://tabiji.ai/compare/israel-vs-norway/,israel vs norway,2900,norway vs israel,9900,norway vs israel,9900,12800
california-vs-hawaii,https://tabiji.ai/compare/california-vs-hawaii/,california vs hawaii,8100,hawaii vs california,4400,california vs hawaii,8100,12500
hungary-vs-ireland,https://tabiji.ai/compare/hungary-vs-ireland/,hungary vs ireland,8100,ireland vs hungary,4400,hungary vs ireland,8100,12500
colombia-vs-new-zealand,https://tabiji.ai/compare/colombia-vs-new-zealand/,colombia vs new zealand,12100,new zealand vs colombia,210,colombia vs new zealand,12100,12310
denmark-vs-scotland,https://tabiji.ai/compare/denmark-vs-scotland/,denmark vs scotland,2400,scotland vs denmark,9900,scotland vs denmark,9900,12300
mexico-vs-south-africa,https://tabiji.ai/compare/mexico-vs-south-africa/,mexico vs south africa,12100,south africa vs mexico,140,mexico vs south africa,12100,12240
canada-vs-ecuador,https://tabiji.ai/compare/canada-vs-ecuador/,canada vs ecuador,6600,ecuador vs canada,4400,canada vs ecuador,6600,11000
france-vs-portugal,https://tabiji.ai/compare/france-vs-portugal/,france vs portugal,4400,portugal vs france,6600,portugal vs france,6600,11000
germany-vs-luxembourg,https://tabiji.ai/compare/germany-vs-luxembourg/,germany vs luxembourg,8100,luxembourg vs germany,2900,germany vs luxembourg,8100,11000
switzerland-vs-usa,https://tabiji.ai/compare/switzerland-vs-usa/,switzerland vs usa,880,usa vs switzerland,9900,usa vs switzerland,9900,10780
brazil-vs-morocco,https://tabiji.ai/compare/brazil-vs-morocco/,brazil vs morocco,9900,morocco vs brazil,480,brazil vs morocco,9900,10380
peru-vs-uruguay,https://tabiji.ai/compare/peru-vs-uruguay/,peru vs uruguay,3600,uruguay vs peru,6600,uruguay vs peru,6600,10200
ecuador-vs-new-zealand,https://tabiji.ai/compare/ecuador-vs-new-zealand/,ecuador vs new zealand,9900,new zealand vs ecuador,210,ecuador vs new zealand,9900,10110
chile-vs-mexico,https://tabiji.ai/compare/chile-vs-mexico/,chile vs mexico,1900,mexico vs chile,8100,mexico vs chile,8100,10000
bahrain-vs-japan,https://tabiji.ai/compare/bahrain-vs-japan/,bahrain vs japan,5400,japan vs bahrain,4400,bahrain vs japan,5400,9800
georgia-vs-armenia,https://tabiji.ai/compare/georgia-vs-armenia/,georgia vs armenia,4400,armenia vs georgia,5400,armenia vs georgia,5400,9800
india-vs-uae,https://tabiji.ai/compare/india-vs-uae/,india vs uae,5400,uae vs india,4400,india vs uae,5400,9800
germany-vs-netherlands,https://tabiji.ai/compare/germany-vs-netherlands/,germany vs netherlands,2900,netherlands vs germany,6600,netherlands vs germany,6600,9500
curacao-vs-jamaica,https://tabiji.ai/compare/curacao-vs-jamaica/,curacao vs jamaica,1300,jamaica vs curacao,8100,jamaica vs curacao,8100,9400
brazil-vs-mexico,https://tabiji.ai/compare/brazil-vs-mexico/,brazil vs mexico,2400,mexico vs brazil,6600,mexico vs brazil,6600,9000
colombia-vs-portugal,https://tabiji.ai/compare/colombia-vs-portugal/,colombia vs portugal,6600,portugal vs colombia,2400,colombia vs portugal,6600,9000
seattle-vs-toronto,https://tabiji.ai/compare/seattle-vs-toronto/,seattle vs toronto,5400,toronto vs seattle,3600,seattle vs toronto,5400,9000
argentina-vs-spain,https://tabiji.ai/compare/argentina-vs-spain/,argentina vs spain,4400,spain vs argentina,4400,argentina vs spain,4400,8800
greece-vs-turkey,https://tabiji.ai/compare/greece-vs-turkey/,greece vs turkey,4400,turkey vs greece,4400,greece vs turkey,4400,8800
costa-rica-vs-dominican-republic,https://tabiji.ai/compare/costa-rica-vs-dominican-republic/,costa rica vs dominican republic,8100,dominican republic vs costa rica,480,costa rica vs dominican republic,8100,8580
chile-vs-uruguay,https://tabiji.ai/compare/chile-vs-uruguay/,chile vs uruguay,5400,uruguay vs chile,2900,chile vs uruguay,5400,8300
estonia-vs-italy,https://tabiji.ai/compare/estonia-vs-italy/,estonia vs italy,2900,italy vs estonia,5400,italy vs estonia,5400,8300
estonia-vs-norway,https://tabiji.ai/compare/estonia-vs-norway/,estonia vs norway,2900,norway vs estonia,5400,norway vs estonia,5400,8300
morocco-vs-jordan,https://tabiji.ai/compare/morocco-vs-jordan/,morocco vs jordan,2900,jordan vs morocco,5400,jordan vs morocco,5400,8300
nepal-vs-netherlands,https://tabiji.ai/compare/nepal-vs-netherlands/,nepal vs netherlands,5400,netherlands vs nepal,2900,nepal vs netherlands,5400,8300
portugal-vs-usa,https://tabiji.ai/compare/portugal-vs-usa/,portugal vs usa,2900,usa vs portugal,5400,usa vs portugal,5400,8300
england-vs-new-zealand,https://tabiji.ai/compare/england-vs-new-zealand/,england vs new zealand,6600,new zealand vs england,1600,england vs new zealand,6600,8200
bermuda-vs-jamaica,https://tabiji.ai/compare/bermuda-vs-jamaica/,bermuda vs jamaica,2400,jamaica vs bermuda,5400,jamaica vs bermuda,5400,7800
jamaica-vs-mexico,https://tabiji.ai/compare/jamaica-vs-mexico/,jamaica vs mexico,1000,mexico vs jamaica,6600,mexico vs jamaica,6600,7600
bulgaria-vs-georgia,https://tabiji.ai/compare/bulgaria-vs-georgia/,bulgaria vs georgia,2900,georgia vs bulgaria,4400,georgia vs bulgaria,4400,7300
finland-vs-poland,https://tabiji.ai/compare/finland-vs-poland/,finland vs poland,2900,poland vs finland,4400,poland vs finland,4400,7300
south-korea-vs-oman,https://tabiji.ai/compare/south-korea-vs-oman/,south korea vs oman,4400,oman vs south korea,2900,south korea vs oman,4400,7300
belgium-vs-north-macedonia,https://tabiji.ai/compare/belgium-vs-north-macedonia/,belgium vs north macedonia,3600,north macedonia vs belgium,3600,belgium vs north macedonia,3600,7200
barcelona-vs-frankfurt,https://tabiji.ai/compare/barcelona-vs-frankfurt/,barcelona vs frankfurt,6600,frankfurt vs barcelona,480,barcelona vs frankfurt,6600,7080
england-vs-finland,https://tabiji.ai/compare/england-vs-finland/,england vs finland,5400,finland vs england,1600,england vs finland,5400,7000
france-vs-england,https://tabiji.ai/compare/france-vs-england/,france vs england,5400,england vs france,1600,france vs england,5400,7000
slovenia-vs-sweden,https://tabiji.ai/compare/slovenia-vs-sweden/,slovenia vs sweden,4400,sweden vs slovenia,2400,slovenia vs sweden,4400,6800
armenia-vs-ireland,https://tabiji.ai/compare/armenia-vs-ireland/,armenia vs ireland,2900,ireland vs armenia,3600,ireland vs armenia,3600,6500
england-vs-sweden,https://tabiji.ai/compare/england-vs-sweden/,england vs sweden,2900,sweden vs england,3600,sweden vs england,3600,6500
greece-vs-lithuania,https://tabiji.ai/compare/greece-vs-lithuania/,greece vs lithuania,2900,lithuania vs greece,3600,lithuania vs greece,3600,6500
canada-vs-sweden,https://tabiji.ai/compare/canada-vs-sweden/,canada vs sweden,5400,sweden vs canada,1000,canada vs sweden,5400,6400
chicago-vs-new-england,https://tabiji.ai/compare/chicago-vs-new-england/,chicago vs new england,1000,new england vs chicago,5400,new england vs chicago,5400,6400
jamaica-vs-panama,https://tabiji.ai/compare/jamaica-vs-panama/,jamaica vs panama,720,panama vs jamaica,5400,panama vs jamaica,5400,6120
denmark-vs-greece,https://tabiji.ai/compare/denmark-vs-greece/,denmark vs greece,2400,greece vs denmark,3600,greece vs denmark,3600,6000
finland-vs-netherlands,https://tabiji.ai/compare/finland-vs-netherlands/,finland vs netherlands,2400,netherlands vs finland,3600,netherlands vs finland,3600,6000
germany-vs-slovenia,https://tabiji.ai/compare/germany-vs-slovenia/,germany vs slovenia,4400,slovenia vs germany,1600,germany vs slovenia,4400,6000
malta-vs-netherlands,https://tabiji.ai/compare/malta-vs-netherlands/,malta vs netherlands,2400,netherlands vs malta,3600,netherlands vs malta,3600,6000
marseille-vs-strasbourg,https://tabiji.ai/compare/marseille-vs-strasbourg/,marseille vs strasbourg,1600,strasbourg vs marseille,4400,strasbourg vs marseille,4400,6000
nepal-vs-uae,https://tabiji.ai/compare/nepal-vs-uae/,nepal vs uae,4400,uae vs nepal,1600,nepal vs uae,4400,6000
vietnam-vs-thailand,https://tabiji.ai/compare/vietnam-vs-thailand/,vietnam vs thailand,3600,thailand vs vietnam,2400,vietnam vs thailand,3600,6000
england-vs-united-kingdom,https://tabiji.ai/compare/england-vs-united-kingdom/,england vs united kingdom,2900,united kingdom vs england,2900,england vs united kingdom,2900,5800
malta-vs-poland,https://tabiji.ai/compare/malta-vs-poland/,malta vs poland,2900,poland vs malta,2900,malta vs poland,2900,5800
nepal-vs-scotland,https://tabiji.ai/compare/nepal-vs-scotland/,nepal vs scotland,2900,scotland vs nepal,2900,nepal vs scotland,2900,5800
miami-vs-vancouver,https://tabiji.ai/compare/miami-vs-vancouver/,miami vs vancouver,5400,vancouver vs miami,390,miami vs vancouver,5400,5790
latvia-vs-serbia,https://tabiji.ai/compare/latvia-vs-serbia/,latvia vs serbia,1300,serbia vs latvia,4400,serbia vs latvia,4400,5700
armenia-vs-hungary,https://tabiji.ai/compare/armenia-vs-hungary/,armenia vs hungary,1900,hungary vs armenia,3600,hungary vs armenia,3600,5500
croatia-vs-montenegro,https://tabiji.ai/compare/croatia-vs-montenegro/,croatia vs montenegro,3600,montenegro vs croatia,1900,croatia vs montenegro,3600,5500
new-zealand-vs-australia,https://tabiji.ai/compare/new-zealand-vs-australia/,new zealand vs australia,3600,australia vs new zealand,1900,new zealand vs australia,3600,5500
spain-vs-italy,https://tabiji.ai/compare/spain-vs-italy/,spain vs italy,1900,italy vs spain,3600,italy vs spain,3600,5500
botswana-vs-senegal,https://tabiji.ai/compare/botswana-vs-senegal/,botswana vs senegal,90,senegal vs botswana,5400,senegal vs botswana,5400,5490
argentina-vs-portugal,https://tabiji.ai/compare/argentina-vs-portugal/,argentina vs portugal,2400,portugal vs argentina,2900,portugal vs argentina,2900,5300
lithuania-vs-poland,https://tabiji.ai/compare/lithuania-vs-poland/,lithuania vs poland,2400,poland vs lithuania,2900,poland vs lithuania,2900,5300
new-zealand-vs-sri-lanka,https://tabiji.ai/compare/new-zealand-vs-sri-lanka/,new zealand vs sri lanka,1600,sri lanka vs new zealand,3600,sri lanka vs new zealand,3600,5200
jamaica-vs-usa,https://tabiji.ai/compare/jamaica-vs-usa/,jamaica vs usa,480,usa vs jamaica,4400,usa vs jamaica,4400,4880
brazil-vs-spain,https://tabiji.ai/compare/brazil-vs-spain/,brazil vs spain,1900,spain vs brazil,2900,spain vs brazil,2900,4800
ghana-vs-japan,https://tabiji.ai/compare/ghana-vs-japan/,ghana vs japan,1900,japan vs ghana,2900,japan vs ghana,2900,4800
guatemala-vs-mexico,https://tabiji.ai/compare/guatemala-vs-mexico/,guatemala vs mexico,1900,mexico vs guatemala,2900,mexico vs guatemala,2900,4800
japan-vs-south-korea,https://tabiji.ai/compare/japan-vs-south-korea/,japan vs south korea,1900,south korea vs japan,2900,south korea vs japan,2900,4800
curacao-vs-honduras,https://tabiji.ai/compare/curacao-vs-honduras/,curacao vs honduras,320,honduras vs curacao,4400,honduras vs curacao,4400,4720
dominican-republic-vs-guatemala,https://tabiji.ai/compare/dominican-republic-vs-guatemala/,dominican republic vs guatemala,260,guatemala vs dominican republic,4400,guatemala vs dominican republic,4400,4660
peru-vs-argentina,https://tabiji.ai/compare/peru-vs-argentina/,peru vs argentina,1000,argentina vs peru,3600,argentina vs peru,3600,4600
colombia-vs-ecuador,https://tabiji.ai/compare/colombia-vs-ecuador/,colombia vs ecuador,2900,ecuador vs colombia,1600,colombia vs ecuador,2900,4500
morocco-vs-senegal,https://tabiji.ai/compare/morocco-vs-senegal/,morocco vs senegal,3600,senegal vs morocco,720,morocco vs senegal,3600,4320
barcelona-vs-monaco,https://tabiji.ai/compare/barcelona-vs-monaco/,barcelona vs monaco,1900,monaco vs barcelona,2400,monaco vs barcelona,2400,4300
dallas-vs-houston,https://tabiji.ai/compare/dallas-vs-houston/,dallas vs houston,2400,houston vs dallas,1900,dallas vs houston,2400,4300
finland-vs-germany,https://tabiji.ai/compare/finland-vs-germany/,finland vs germany,1900,germany vs finland,2400,germany vs finland,2400,4300
morocco-vs-tanzania,https://tabiji.ai/compare/morocco-vs-tanzania/,morocco vs tanzania,2400,tanzania vs morocco,1900,morocco vs tanzania,2400,4300
slovenia-vs-switzerland,https://tabiji.ai/compare/slovenia-vs-switzerland/,slovenia vs switzerland,1900,switzerland vs slovenia,2400,switzerland vs slovenia,2400,4300
ghana-vs-south-korea,https://tabiji.ai/compare/ghana-vs-south-korea/,ghana vs south korea,1300,south korea vs ghana,2900,south korea vs ghana,2900,4200
costa-rica-vs-germany,https://tabiji.ai/compare/costa-rica-vs-germany/,costa rica vs germany,590,germany vs costa rica,3600,germany vs costa rica,3600,4190
nepal-vs-qatar,https://tabiji.ai/compare/nepal-vs-qatar/,nepal vs qatar,3600,qatar vs nepal,590,nepal vs qatar,3600,4190
curacao-vs-trinidad-and-tobago,https://tabiji.ai/compare/curacao-vs-trinidad-and-tobago/,curacao vs trinidad and tobago,2400,trinidad and tobago vs curacao,1600,curacao vs trinidad and tobago,2400,4000
georgia-vs-turkey,https://tabiji.ai/compare/georgia-vs-turkey/,georgia vs turkey,1600,turkey vs georgia,2400,turkey vs georgia,2400,4000
